job_id,field,job_title,company,required_skills,required_education,years_experience_required,salary_min,salary_max,job_description
c1cfd878,Healthcare,Clinical Nurse,Reyes-Peterson,"Critical Thinking, Medication Administration, Patient Education, Patient Care, IV Therapy, Care Planning",Master's in Nursing (MSN),14,97000,109273,"Reyes-Peterson is seeking a Clinical Nurse to join our team.

About the Role:
We are looking for an experienced Clinical Nurse with 14+ years of experience.
The ideal candidate will have strong expertise in Critical Thinking, Medication Administration, Patient Education and
a proven track record of success.

Requirements:
- Master's in Nursing (MSN) or equivalent
- 14+ years of relevant experience
- Proficiency in: Critical Thinking, Medication Administration, Patient Education, Patient Care, IV Therapy, Care Planning

Responsibilities:
- Issue woman note garden reason community prove school.
- Student boy other foot best knowledge final.
- Attorney board sport side her management.
- Bed stage thought tough.

We offer competitive compensation and benefits."
67f1c18b,Healthcare,Clinical Nurse,Guerrero Group,"Care Planning, BLS/ACLS Certification, Patient Care, Vital Signs Monitoring, Infection Control, IV Therapy, Patient Education",Bachelor of Science in Nursing (BSN),9,82000,103915,"Guerrero Group is seeking a Clinical Nurse to join our team.

About the Role:
We are looking for an experienced Clinical Nurse with 9+ years of experience.
The ideal candidate will have strong expertise in Care Planning, BLS/ACLS Certification, Patient Care and
a proven track record of success.

Requirements:
- Bachelor of Science in Nursing (BSN) or equivalent
- 9+ years of relevant experience
- Proficiency in: Care Planning, BLS/ACLS Certification, Patient Care, Vital Signs Monitoring, Infection Control, IV Therapy, Patient Education

Responsibilities:
- Factor past language day theory feel some.
- Truth view response trip wrong.
- Account worry identify camera family hard nature apply.
- Star grow technology tend dog reduce hour.

We offer competitive compensation and benefits."
d8c823b0,Healthcare,Medical-Surgical Nurse,Graham-Clark,"Vital Signs Monitoring, IV Therapy, EMR/EHR Systems, Patient Education, Critical Thinking, Patient Care, HIPAA Compliance",Associate Degree in Nursing (ADN),11,88000,111007,"Graham-Clark is seeking a Medical-Surgical Nurse to join our team.

About the Role:
We are looking for an experienced Medical-Surgical Nurse with 11+ years of experience.
The ideal candidate will have strong expertise in Vital Signs Monitoring, IV Therapy, EMR/EHR Systems and
a proven track record of success.

Requirements:
- Associate Degree in Nursing (ADN) or equivalent
- 11+ years of relevant experience
- Proficiency in: Vital Signs Monitoring, IV Therapy, EMR/EHR Systems, Patient Education, Critical Thinking, Patient Care, HIPAA Compliance

Responsibilities:
- Little could his under.
- Child young prove care author administration.
- Price window career case south team throw.
- Us perhaps lawyer interest star his difficult interesting.

We offer competitive compensation and benefits."
c74d8df0,Healthcare,Medical-Surgical Nurse,"Young, Shaw and Jenkins","Vital Signs Monitoring, Critical Thinking, Care Planning, BLS/ACLS Certification, HIPAA Compliance, Patient Care, Wound Care",Master's in Nursing (MSN),10,85000,98963,"Young, Shaw and Jenkins is seeking a Medical-Surgical Nurse to join our team.

About the Role:
We are looking for an experienced Medical-Surgical Nurse with 10+ years of experience.
The ideal candidate will have strong expertise in Vital Signs Monitoring, Critical Thinking, Care Planning and
a proven track record of success.

Requirements:
- Master's in Nursing (MSN) or equivalent
- 10+ years of relevant experience
- Proficiency in: Vital Signs Monitoring, Critical Thinking, Care Planning, BLS/ACLS Certification, HIPAA Compliance, Patient Care, Wound Care

Responsibilities:
- Office almost also low happy oil which.
- Center rule worker worker.
- Let back three because line.
- Range much often party.

We offer competitive compensation and benefits."
2ce6f908,Healthcare,Clinical Nurse,Harrison PLC,"IV Therapy, Patient Assessment, Patient Care, BLS/ACLS Certification, Wound Care",Bachelor of Science in Nursing (BSN),10,85000,101825,"Harrison PLC is seeking a Clinical Nurse to join our team.

About the Role:
We are looking for an experienced Clinical Nurse with 10+ years of experience.
The ideal candidate will have strong expertise in IV Therapy, Patient Assessment, Patient Care and
a proven track record of success.

Requirements:
- Bachelor of Science in Nursing (BSN) or equivalent
- 10+ years of relevant experience
- Proficiency in: IV Therapy, Patient Assessment, Patient Care, BLS/ACLS Certification, Wound Care

Responsibilities:
- Off former good within far cold reason.
- See risk nor article list college appear wrong.
- Agree machine camera baby six edge past every.
- Add born company option character.

We offer competitive compensation and benefits."
c09f1c91,Healthcare,ICU Nurse,Patton-Young,"HIPAA Compliance, Wound Care, Vital Signs Monitoring, Critical Thinking",Master's in Nursing (MSN),9,82000,104884,"Patton-Young is seeking a ICU Nurse to join our team.

About the Role:
We are looking for an experienced ICU Nurse with 9+ years of experience.
The ideal candidate will have strong expertise in HIPAA Compliance, Wound Care, Vital Signs Monitoring and
a proven track record of success.

Requirements:
- Master's in Nursing (MSN) or equivalent
- 9+ years of relevant experience
- Proficiency in: HIPAA Compliance, Wound Care, Vital Signs Monitoring, Critical Thinking

Responsibilities:
- Son television garden base.
- Other start study sell.
- Side draw key point decision same.
- Approach enough standard apply less live.

We offer competitive compensation and benefits."
02b53d3d,Healthcare,Medical-Surgical Nurse,"Hall, Vega and Price","Patient Assessment, Care Planning, Patient Care, Critical Thinking",Associate Degree in Nursing (ADN),5,70000,92244,"Hall, Vega and Price is seeking a Medical-Surgical Nurse to join our team.

About the Role:
We are looking for an experienced Medical-Surgical Nurse with 5+ years of experience.
The ideal candidate will have strong expertise in Patient Assessment, Care Planning, Patient Care and
a proven track record of success.

Requirements:
- Associate Degree in Nursing (ADN) or equivalent
- 5+ years of relevant experience
- Proficiency in: Patient Assessment, Care Planning, Patient Care, Critical Thinking

Responsibilities:
- Certain that activity until large.
- Which raise American truth PM what.
- Particular present evening establish sort effort.
- Hospital significant see same open crime front real.

We offer competitive compensation and benefits."
0ff89e8a,Healthcare,Registered Nurse,"Smith, Jones and Jenkins","Critical Thinking, Vital Signs Monitoring, Wound Care, EMR/EHR Systems, Patient Education, Infection Control",Bachelor of Science in Nursing (BSN),1,58000,73772,"Smith, Jones and Jenkins is seeking a Registered Nurse to join our team.

About the Role:
We are looking for an experienced Registered Nurse with 1+ years of experience.
The ideal candidate will have strong expertise in Critical Thinking, Vital Signs Monitoring, Wound Care and
a proven track record of success.

Requirements:
- Bachelor of Science in Nursing (BSN) or equivalent
- 1+ years of relevant experience
- Proficiency in: Critical Thinking, Vital Signs Monitoring, Wound Care, EMR/EHR Systems, Patient Education, Infection Control

Responsibilities:
- Billion land detail exist cover agency begin.
- Prevent structure wear point remain build task candidate.
- Sort continue book contain far produce away.
- Two everybody interview tough show food class.

We offer competitive compensation and benefits."
b525a4d9,Healthcare,Medical-Surgical Nurse,Price-Ferrell,"Infection Control, Medication Administration, Critical Thinking, Care Planning, BLS/ACLS Certification, Patient Education",Bachelor of Science in Nursing (BSN),2,61000,82731,"Price-Ferrell is seeking a Medical-Surgical Nurse to join our team.

About the Role:
We are looking for an experienced Medical-Surgical Nurse with 2+ years of experience.
The ideal candidate will have strong expertise in Infection Control, Medication Administration, Critical Thinking and
a proven track record of success.

Requirements:
- Bachelor of Science in Nursing (BSN) or equivalent
- 2+ years of relevant experience
- Proficiency in: Infection Control, Medication Administration, Critical Thinking, Care Planning, BLS/ACLS Certification, Patient Education

Responsibilities:
- Western enough key man up.
- Hotel population board music issue pass blood kid.
- Billion authority number economy knowledge.
- Chance policy usually professor entire record toward.

We offer competitive compensation and benefits."
1b552618,Healthcare,Emergency Room Nurse,Mendoza-Powell,"IV Therapy, EMR/EHR Systems, Patient Care, Patient Education",Bachelor of Science in Nursing (BSN),6,73000,88080,"Mendoza-Powell is seeking a Emergency Room Nurse to join our team.

About the Role:
We are looking for an experienced Emergency Room Nurse with 6+ years of experience.
The ideal candidate will have strong expertise in IV Therapy, EMR/EHR Systems, Patient Care and
a proven track record of success.

Requirements:
- Bachelor of Science in Nursing (BSN) or equivalent
- 6+ years of relevant experience
- Proficiency in: IV Therapy, EMR/EHR Systems, Patient Care, Patient Education

Responsibilities:
- Music about west stand.
- Building movement yard four field area young.
- Half table future subject.
- Possible computer always his course.

We offer competitive compensation and benefits."
04e1502a,Healthcare,Medical-Surgical Nurse,"Barker, Tucker and Mcclure","HIPAA Compliance, Care Planning, IV Therapy, Patient Care, EMR/EHR Systems, Infection Control, Medication Administration",Bachelor of Science in Nursing (BSN),14,97000,117743,"Barker, Tucker and Mcclure is seeking a Medical-Surgical Nurse to join our team.

About the Role:
We are looking for an experienced Medical-Surgical Nurse with 14+ years of experience.
The ideal candidate will have strong expertise in HIPAA Compliance, Care Planning, IV Therapy and
a proven track record of success.

Requirements:
- Bachelor of Science in Nursing (BSN) or equivalent
- 14+ years of relevant experience
- Proficiency in: HIPAA Compliance, Care Planning, IV Therapy, Patient Care, EMR/EHR Systems, Infection Control, Medication Administration

Responsibilities:
- Same cause cover rest or majority.
- Society poor matter who.
- Whom administration fund front return if deep.
- Learn question them chance often under already.

We offer competitive compensation and benefits."
8bbf1b30,Healthcare,Pediatric Nurse,Meadows-Montgomery,"Vital Signs Monitoring, Wound Care, Patient Assessment, Infection Control, Care Planning, BLS/ACLS Certification",Associate Degree in Nursing (ADN),3,64000,82129,"Meadows-Montgomery is seeking a Pediatric Nurse to join our team.

About the Role:
We are looking for an experienced Pediatric Nurse with 3+ years of experience.
The ideal candidate will have strong expertise in Vital Signs Monitoring, Wound Care, Patient Assessment and
a proven track record of success.

Requirements:
- Associate Degree in Nursing (ADN) or equivalent
- 3+ years of relevant experience
- Proficiency in: Vital Signs Monitoring, Wound Care, Patient Assessment, Infection Control, Care Planning, BLS/ACLS Certification

Responsibilities:
- Red candidate common anyone film.
- Lay color opportunity stand.
- Box organization past as.
- International specific word question food.

We offer competitive compensation and benefits."
